Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
1243	1.323967335	1.323967335	1.323967335	1.323967335
1244	1.323967335	1.323967335	1.323967335	1.323967335
1245	1.323967335	1.323967335	1.323967335	1.323967335
1246	1.323967335	1.323967335	1.323967335	1.323967335
1247	1.323967335	1.323967335	1.323967335	1.323967335
1248	1.323967335	1.323967335	1.323967335	1.323967335
1249	1.323967335	1.323967335	1.323967335	1.323967335
1250	1.323967335	1.323967335	1.323967335	1.323967335
1251	1.323967335	1.323967335	1.323967335	1.323967335
1252	1.323967335	1.323967335	1.323967335	1.323967335
1253	1.323967335	1.323967335	1.323967335	1.323967335
1254	1.323967335	1.323967335	1.323967335	1.323967335
1255	1.323967335	1.323967335	1.323967335	1.323967335
1256	1.323967335	1.323967335	1.323967335	1.323967335
1257	1.323967335	1.323967335	1.323967335	1.323967335
1258	1.323967335	1.323967335	1.323967335	1.323967335
1259	1.323967335	1.323967335	1.323967335	1.323967335
1260	1.323967335	1.323967335	1.323967335	1.323967335
1261	1.323967335	1.323967335	1.323967335	1.323967335
1262	1.323967335	1.323967335	1.323967335	1.323967335
1263	1.323967335	1.323967335	1.323967335	1.323967335
1264	1.323967335	1.323967335	1.323967335	1.323967335
1265	1.323967335	1.323967335	1.323967335	1.323967335
1266	1.323967335	1.323967335	1.323967335	1.323967335
1267	1.323967335	1.323967335	1.323967335	1.323967335
1268	1.323967335	1.323967335	1.323967335	1.323967335
1269	1.323967335	1.323967335	1.323967335	1.323967335
1270	1.323967335	1.323967335	1.323967335	1.323967335
1271	1.323967335	1.323967335	1.323967335	1.323967335
1272	1.323967335	1.323967335	1.323967335	1.323967335
1273	1.323967335	1.323967335	1.323967335	1.323967335
1274	1.323967335	1.323967335	1.323967335	1.323967335
1275	1.323967335	1.323967335	1.323967335	1.323967335
1276	1.323967335	1.323967335	1.323967335	1.323967335
1277	1.323967335	1.323967335	1.323967335	1.323967335
1278	1.323967335	1.323967335	1.323967335	1.323967335
1279	1.323967335	1.323967335	1.323967335	1.323967335
1280	1.323967335	1.323967335	1.323967335	1.323967335
1281	1.323967335	1.323967335	1.323967335	1.323967335
1282	1.323967335	1.323967335	1.323967335	1.323967335
1283	1.323967335	1.323967335	1.323967335	1.323967335
1284	1.323967335	1.323967335	1.323967335	1.323967335
1285	1.323967335	1.323967335	1.323967335	1.323967335
1286	1.323967335	1.323967335	1.323967335	1.323967335
1287	1.323967335	1.323967335	1.323967335	1.323967335
1288	1.323967335	1.323967335	1.323967335	1.323967335
1289	1.323967335	1.323967335	1.323967335	1.323967335
1290	1.323967335	1.323967335	1.323967335	1.323967335
1291	1.323967335	1.323967335	1.323967335	1.323967335
1292	1.323967335	1.323967335	1.323967335	1.323967335
1293	1.323967335	1.323967335	1.323967335	1.323967335
1294	1.323967335	1.323967335	1.323967335	1.323967335
1295	1.323967335	1.323967335	1.323967335	1.323967335
1296	1.323967335	1.323967335	1.323967335	1.323967335
1297	1.323967335	1.323967335	1.323967335	1.323967335
1298	1.323967335	1.323967335	1.323967335	1.323967335
1299	1.323967335	1.323967335	1.323967335	1.323967335
1300	1.323967335	1.323967335	1.323967335	1.323967335
